order_id,platform,city,category,num_items,cart_value,hour_of_day,is_weekend,weather,base_delivery_fee,handling_fee,surge_charge,small_cart_fee,night_surge,peak_surge,total_hidden_charges,platform_discount,final_price,has_offer,offer_type,offer_value,offer_genuine_score,is_late_night_order,is_bulk_order,is_health_category,days_since_last_order
ORD802169,Zepto,Pune,Fruits & Veg,6,1085.46,23,1,Clear,0.0,4.52,0.0,0,16.67,0.0,21.19,0.0,1106.65,1,Cashback,141.68,0.37,1,0,1,2
ORD978559,Zepto,Hyderabad,Snacks,2,576.61,20,0,Cloudy,0.0,5.48,0.0,0,0.0,6.73,12.21,30.33,558.49,0,None,0.0,,0,0,0,1
ORD294677,Blinkit,Pune,Dairy,10,714.13,15,1,Hot,0.0,9.63,0.0,0,0.0,0.0,9.63,7.24,716.52,0,None,0.0,,0,1,1,11
ORD883714,Instamart,Mumbai,Fruits & Veg,11,595.59,19,0,Rainy,0.0,9.26,21.43,0,0.0,14.43,45.12,47.66,593.05,0,None,0.0,,0,1,1,25
ORD196901,Instamart,Bangalore,Personal Care,3,237.28,11,0,Cloudy,23.36,5.36,0.0,0,0.0,0.0,5.36,61.85,204.15,1,Flat Discount,46.31,0.99,0,0,0,16
ORD463773,Blinkit,Chennai,Snacks,14,121.14,12,0,Hot,36.69,8.86,0.0,25,0.0,7.11,40.97,0.0,198.8,0,None,0.0,,0,1,0,21
ORD295481,Instamart,Pune,Beverages,2,369.2,9,0,Cloudy,0.0,6.81,0.0,0,0.0,0.0,6.81,8.07,367.94,0,None,0.0,,0,0,0,16
ORD475394,Zepto,Lucknow,Grocery,11,441.06,16,0,Hot,0.0,3.94,0.0,0,0.0,0.0,3.94,54.06,390.94,1,Free Gift,56.86,0.92,0,1,0,10
ORD454291,Zepto,Lucknow,Medicines,13,744.8,15,0,Hot,0.0,9.25,0.0,0,0.0,0.0,9.25,0.0,754.05,1,Free Delivery,45.36,0.97,0,1,1,16
ORD725843,Instamart,Kolkata,Dairy,13,551.5,11,0,Rainy,0.0,8.64,21.54,0,0.0,0.0,30.18,0.0,581.68,1,BOGO,33.29,0.96,0,1,1,23
ORD280426,Instamart,Hyderabad,Fruits & Veg,3,963.2,22,0,Rainy,0.0,4.32,12.9,0,9.7,0.0,26.92,0.0,990.12,1,Free Gift,33.15,0.63,1,0,1,10
ORD595248,Blinkit,Delhi,Beverages,2,252.63,9,0,Hot,31.11,12.76,0.0,0,0.0,0.0,12.76,12.75,283.75,1,BOGO,106.15,0.64,0,0,0,22
ORD545217,Blinkit,Lucknow,Snacks,7,436.56,18,0,Clear,0.0,14.35,0.0,0,0.0,0.0,14.35,0.0,450.91,1,Flat Discount,124.77,0.65,0,0,0,20
ORD181023,Blinkit,Delhi,Snacks,4,939.99,12,0,Clear,0.0,8.69,0.0,0,0.0,11.11,19.8,65.86,893.93,0,None,0.0,,0,0,0,21
ORD542223,Zepto,Bangalore,Dairy,7,460.34,14,1,Cloudy,0.0,8.89,0.0,0,0.0,0.0,8.89,0.0,469.23,1,Free Gift,104.54,0.25,0,0,1,6
ORD819636,Zepto,Kolkata,Dairy,13,467.84,18,0,Hot,0.0,9.59,0.0,0,0.0,0.0,9.59,0.0,477.43,1,Cashback,32.52,0.7,0,1,1,15
ORD941396,Zepto,Lucknow,Grocery,13,419.31,17,0,Hot,0.0,5.33,0.0,0,0.0,0.0,5.33,0.0,424.64,0,None,0.0,,0,1,0,30
ORD370361,Blinkit,Chennai,Snacks,2,1178.42,19,0,Cloudy,0.0,10.32,0.0,0,0.0,11.75,22.07,0.0,1200.49,1,Flat Discount,142.75,0.64,0,0,0,7
ORD380216,Instamart,Lucknow,Medicines,2,595.48,13,0,Clear,0.0,4.3,0.0,0,0.0,8.69,12.99,0.0,608.47,1,Flat Discount,117.36,0.5,0,0,1,6
ORD388039,Blinkit,Chennai,Grocery,11,747.27,13,0,Cloudy,0.0,8.57,0.0,0,0.0,7.49,16.06,59.09,704.24,1,Cashback,27.65,0.7,0,1,0,12
ORD206034,Blinkit,Hyderabad,Dairy,1,445.78,21,0,Hot,0.0,5.38,0.0,0,0.0,12.24,17.62,0.0,463.4,0,None,0.0,,0,0,1,13
ORD554489,Instamart,Delhi,Frozen,7,105.07,12,0,Cloudy,34.16,5.54,0.0,15,0.0,13.83,34.37,0.0,173.6,0,None,0.0,,0,0,0,4
ORD390302,Zepto,Pune,Grocery,12,499.14,23,0,Rainy,0.0,7.26,21.41,0,16.96,0.0,45.63,0.0,544.77,0,None,0.0,,1,1,0,17
ORD765695,Instamart,Mumbai,Grocery,5,536.04,16,0,Cloudy,0.0,4.11,0.0,0,0.0,0.0,4.11,0.0,540.15,1,Flat Discount,74.74,1.0,0,0,0,11
ORD667759,Zepto,Hyderabad,Personal Care,2,895.54,10,0,Rainy,0.0,8.48,16.91,0,0.0,0.0,25.39,0.0,920.93,0,None,0.0,,0,0,0,13
ORD762054,Blinkit,Mumbai,Medicines,3,1036.88,12,0,Hot,0.0,9.99,0.0,0,0.0,6.7,16.69,0.0,1053.57,1,Free Gift,14.52,1.0,0,0,1,16
ORD552492,Instamart,Chennai,Personal Care,5,920.96,7,0,Cloudy,0.0,6.71,0.0,0,0.0,0.0,6.71,0.0,927.67,1,BOGO,33.34,0.97,0,0,0,14
ORD915293,Zepto,Pune,Snacks,7,503.84,15,0,Rainy,0.0,11.54,11.85,0,0.0,0.0,23.39,12.68,514.55,1,Flat Discount,35.01,0.93,0,0,0,24
ORD626704,Blinkit,Kolkata,Fruits & Veg,6,785.91,12,1,Cloudy,0.0,11.64,0.0,0,0.0,11.33,22.97,0.0,808.88,0,None,0.0,,0,0,1,18
ORD816546,Instamart,Kolkata,Medicines,5,255.8,10,0,Hot,0.0,9.24,0.0,0,0.0,0.0,9.24,0.0,265.04,1,Flat Discount,116.81,0.63,0,0,1,30
ORD728692,Zepto,Kolkata,Beverages,7,792.79,16,0,Hot,0.0,8.57,0.0,0,0.0,0.0,8.57,37.2,764.16,0,None,0.0,,0,0,0,19
ORD269218,Instamart,Kolkata,Medicines,3,846.49,22,0,Rainy,0.0,9.71,12.23,0,17.48,0.0,39.42,0.0,885.91,1,BOGO,130.88,0.67,1,0,1,15
ORD285469,Blinkit,Hyderabad,Snacks,6,408.14,9,0,Rainy,0.0,13.94,18.11,0,0.0,0.0,32.05,0.0,440.19,1,BOGO,72.11,0.95,0,0,0,15
ORD372660,Instamart,Delhi,Medicines,4,888.69,19,0,Rainy,0.0,4.42,19.49,0,0.0,9.06,32.97,0.0,921.66,1,Free Gift,130.7,0.28,0,0,1,29
ORD860375,Instamart,Delhi,Medicines,8,1007.08,18,0,Clear,0.0,4.36,0.0,0,0.0,0.0,4.36,0.0,1011.44,0,None,0.0,,0,1,1,25
ORD484265,Zepto,Chennai,Dairy,7,196.06,12,0,Hot,27.71,9.82,0.0,0,0.0,12.92,22.74,0.0,246.51,0,None,0.0,,0,0,1,14
ORD822672,Instamart,Chennai,Personal Care,4,188.78,8,1,Hot,28.91,4.44,0.0,0,0.0,0.0,4.44,0.0,222.13,1,Free Delivery,115.98,0.57,0,0,0,15
ORD695213,Blinkit,Lucknow,Snacks,13,245.79,18,0,Clear,25.77,7.21,0.0,0,0.0,0.0,7.21,0.0,278.77,1,Flat Discount,52.93,1.0,0,1,0,21
ORD633296,Blinkit,Lucknow,Snacks,12,244.11,18,0,Rainy,25.85,8.84,24.55,0,0.0,0.0,33.39,16.93,286.42,1,BOGO,11.69,0.97,0,1,0,24
ORD607509,Instamart,Kolkata,Snacks,11,737.59,14,0,Cloudy,0.0,7.01,0.0,0,0.0,0.0,7.01,0.0,744.6,1,Free Gift,100.77,0.6,0,1,0,29
ORD473818,Blinkit,Mumbai,Beverages,5,331.23,17,1,Rainy,0.0,7.78,26.67,0,0.0,0.0,34.45,0.0,365.68,0,None,0.0,,0,0,0,16
ORD183306,Blinkit,Mumbai,Beverages,12,487.19,20,0,Rainy,0.0,5.33,24.4,0,0.0,10.07,39.8,0.0,526.99,1,BOGO,128.52,0.61,0,1,0,26
ORD879207,Zepto,Lucknow,Snacks,13,852.46,16,1,Cloudy,0.0,8.86,0.0,0,0.0,0.0,8.86,41.38,819.94,1,Cashback,147.11,0.66,0,1,0,7
ORD222060,Instamart,Delhi,Beverages,1,334.9,21,1,Cloudy,0.0,7.51,0.0,0,0.0,9.64,17.15,0.0,352.05,1,Cashback,54.64,0.94,0,0,0,15
ORD564143,Zepto,Lucknow,Medicines,10,415.96,9,0,Rainy,0.0,3.09,16.45,0,0.0,0.0,19.54,0.0,435.5,0,None,0.0,,0,1,1,25
ORD776624,Instamart,Hyderabad,Personal Care,1,925.11,16,0,Hot,0.0,7.61,0.0,0,0.0,0.0,7.61,0.0,932.72,1,BOGO,77.66,0.96,0,0,0,10
ORD419439,Blinkit,Hyderabad,Medicines,11,204.85,12,0,Cloudy,35.13,6.82,0.0,0,0.0,10.1,16.92,71.47,185.43,1,Free Delivery,19.18,0.99,0,1,1,4
ORD804524,Blinkit,Chennai,Dairy,4,934.39,17,0,Rainy,0.0,7.13,22.53,0,0.0,0.0,29.66,42.43,921.62,1,Flat Discount,139.86,0.94,0,0,1,5
ORD927062,Blinkit,Bangalore,Snacks,14,763.34,9,0,Rainy,0.0,6.57,29.35,0,0.0,0.0,35.92,0.0,799.26,0,None,0.0,,0,1,0,14
ORD537385,Instamart,Pune,Snacks,6,422.98,10,1,Cloudy,0.0,8.36,0.0,0,0.0,0.0,8.36,0.0,431.34,1,Flat Discount,69.54,0.98,0,0,0,1
ORD441505,Blinkit,Mumbai,Personal Care,8,101.82,22,0,Rainy,34.09,7.09,25.75,25,11.86,0.0,69.7,29.88,175.73,0,None,0.0,,1,1,0,18
ORD840807,Instamart,Hyderabad,Personal Care,14,199.65,19,0,Hot,22.13,5.95,0.0,0,0.0,12.21,18.16,0.0,239.94,1,Cashback,119.37,0.39,0,1,0,16
ORD259145,Zepto,Pune,Grocery,2,796.38,23,0,Clear,0.0,5.48,0.0,0,9.33,0.0,14.81,55.42,755.77,1,Cashback,55.44,0.98,1,0,0,28
ORD833218,Zepto,Pune,Fruits & Veg,4,721.46,16,0,Hot,0.0,9.87,0.0,0,0.0,0.0,9.87,31.86,699.47,1,Cashback,29.67,1.0,0,0,1,23
ORD838260,Instamart,Chennai,Beverages,12,286.24,22,0,Hot,0.0,6.81,0.0,0,12.0,0.0,18.81,0.0,305.05,0,None,0.0,,1,1,0,9
ORD628704,Blinkit,Mumbai,Medicines,7,973.87,8,0,Hot,0.0,13.32,0.0,0,0.0,0.0,13.32,79.17,908.02,1,BOGO,71.21,0.91,0,0,1,28
ORD591202,Blinkit,Lucknow,Dairy,12,713.14,11,0,Clear,0.0,14.74,0.0,0,0.0,0.0,14.74,0.0,727.88,1,BOGO,128.48,0.52,0,1,1,20
ORD653348,Instamart,Hyderabad,Personal Care,14,601.6,19,0,Hot,0.0,9.34,0.0,0,0.0,6.52,15.86,0.0,617.46,1,Free Delivery,100.7,0.57,0,1,0,25
ORD471872,Instamart,Kolkata,Frozen,1,101.14,21,0,Cloudy,21.83,6.56,0.0,15,0.0,11.75,33.31,15.6,140.68,1,Free Gift,101.51,0.36,0,0,0,29
ORD318950,Instamart,Bangalore,Dairy,3,109.37,9,1,Cloudy,28.23,9.07,0.0,15,0.0,0.0,24.07,0.0,161.67,1,Cashback,55.84,0.65,0,0,1,7
ORD995681,Blinkit,Bangalore,Fruits & Veg,13,110.57,13,1,Rainy,37.55,14.44,16.85,25,0.0,5.25,61.54,0.0,209.66,0,None,0.0,,0,1,1,24
ORD641585,Zepto,Kolkata,Frozen,4,741.04,6,0,Rainy,0.0,4.12,24.54,0,0.0,0.0,28.66,0.0,769.7,0,None,0.0,,0,0,0,4
ORD107608,Zepto,Hyderabad,Fruits & Veg,12,544.94,8,0,Cloudy,0.0,4.89,0.0,0,0.0,0.0,4.89,30.41,519.42,1,BOGO,25.68,0.99,0,1,1,13
ORD508615,Blinkit,Kolkata,Dairy,5,566.25,22,1,Cloudy,0.0,13.48,0.0,0,9.01,0.0,22.49,79.98,508.76,0,None,0.0,,1,0,1,29
ORD793058,Blinkit,Mumbai,Snacks,1,1029.1,22,1,Cloudy,0.0,6.77,0.0,0,9.68,0.0,16.45,41.49,1004.06,1,Cashback,18.57,1.0,1,0,0,10
ORD982298,Blinkit,Kolkata,Snacks,9,911.0,20,0,Rainy,0.0,13.1,17.72,0,0.0,6.09,36.91,0.0,947.91,1,Free Gift,38.57,0.67,0,1,0,9
ORD857619,Instamart,Chennai,Grocery,8,903.14,4,1,Clear,0.0,4.87,0.0,0,14.47,0.0,19.34,0.0,922.48,0,None,0.0,,1,1,0,17
ORD662799,Zepto,Bangalore,Frozen,2,1186.77,7,0,Rainy,0.0,4.01,17.14,0,0.0,0.0,21.15,0.0,1207.92,0,None,0.0,,0,0,0,15
ORD600998,Zepto,Mumbai,Fruits & Veg,3,815.14,11,0,Cloudy,0.0,6.29,0.0,0,0.0,0.0,6.29,0.0,821.43,0,None,0.0,,0,0,1,16
ORD444589,Instamart,Hyderabad,Dairy,4,912.37,8,0,Rainy,0.0,8.3,14.82,0,0.0,0.0,23.12,0.0,935.49,1,Flat Discount,35.85,1.0,0,0,1,23
ORD765458,Blinkit,Pune,Snacks,6,728.89,19,1,Hot,0.0,14.35,0.0,0,0.0,8.85,23.2,72.48,679.61,1,Free Delivery,147.13,0.9,0,0,0,2
ORD575207,Zepto,Bangalore,Fruits & Veg,8,290.28,12,1,Hot,0.0,10.83,0.0,0,0.0,9.06,19.89,0.0,310.17,0,None,0.0,,0,1,1,20
ORD166183,Blinkit,Lucknow,Snacks,6,365.92,8,1,Cloudy,0.0,13.07,0.0,0,0.0,0.0,13.07,0.0,378.99,1,Cashback,103.52,0.3,0,0,0,26
ORD186997,Blinkit,Kolkata,Beverages,2,1172.1,17,0,Rainy,0.0,13.3,16.8,0,0.0,0.0,30.1,0.0,1202.2,1,Flat Discount,52.98,0.99,0,0,0,28
ORD656334,Instamart,Bangalore,Beverages,3,949.02,12,0,Rainy,0.0,5.19,19.45,0,0.0,12.8,37.44,0.0,986.46,0,None,0.0,,0,0,0,17
ORD259437,Zepto,Chennai,Snacks,6,192.15,15,0,Rainy,17.48,8.71,19.27,0,0.0,0.0,27.98,0.0,237.61,0,None,0.0,,0,0,0,18
ORD682753,Instamart,Kolkata,Frozen,5,1089.07,20,1,Hot,0.0,9.83,0.0,0,0.0,9.68,19.51,0.0,1108.58,1,Flat Discount,10.05,0.95,0,0,0,22
ORD510243,Blinkit,Hyderabad,Frozen,1,237.14,21,0,Clear,29.62,6.6,0.0,0,0.0,14.76,21.36,0.0,288.12,0,None,0.0,,0,0,0,26
ORD804975,Zepto,Kolkata,Beverages,2,1158.96,12,1,Cloudy,0.0,5.49,0.0,0,0.0,6.23,11.72,0.0,1170.68,0,None,0.0,,0,0,0,5
ORD343459,Zepto,Lucknow,Dairy,1,663.09,8,1,Cloudy,0.0,7.72,0.0,0,0.0,0.0,7.72,0.0,670.81,0,None,0.0,,0,0,1,22
ORD142961,Blinkit,Pune,Dairy,3,1065.85,20,0,Hot,0.0,12.54,0.0,0,0.0,13.75,26.29,0.0,1092.14,0,None,0.0,,0,0,1,13
ORD728146,Blinkit,Delhi,Medicines,12,929.47,17,0,Rainy,0.0,7.25,16.55,0,0.0,0.0,23.8,0.0,953.27,0,None,0.0,,0,1,1,28
ORD363453,Blinkit,Hyderabad,Grocery,7,794.63,20,0,Hot,0.0,13.65,0.0,0,0.0,7.76,21.41,57.92,758.12,1,BOGO,56.04,1.0,0,0,0,12
ORD611560,Zepto,Mumbai,Medicines,10,327.95,8,0,Rainy,0.0,6.9,13.99,0,0.0,0.0,20.89,0.0,348.84,0,None,0.0,,0,1,1,18
ORD223179,Instamart,Kolkata,Dairy,1,741.18,16,0,Hot,0.0,8.76,0.0,0,0.0,0.0,8.76,0.0,749.94,0,None,0.0,,0,0,1,25
ORD952660,Zepto,Chennai,Frozen,14,884.48,16,0,Hot,0.0,3.36,0.0,0,0.0,0.0,3.36,0.0,887.84,1,Free Gift,90.27,0.79,0,1,0,26
ORD390070,Instamart,Kolkata,Fruits & Veg,1,190.66,17,1,Rainy,33.65,8.81,19.29,0,0.0,0.0,28.1,0.0,252.41,1,Flat Discount,59.33,1.0,0,0,1,15
ORD624116,Zepto,Chennai,Snacks,13,314.51,13,0,Cloudy,0.0,9.94,0.0,0,0.0,8.22,18.16,0.0,332.67,1,Flat Discount,119.34,0.53,0,1,0,28
ORD453371,Zepto,Chennai,Personal Care,6,193.45,12,0,Rainy,25.83,8.76,14.69,0,0.0,6.86,30.31,0.0,249.59,1,Flat Discount,129.84,0.6,0,0,0,26
ORD286550,Blinkit,Chennai,Dairy,1,292.56,19,0,Cloudy,26.21,10.06,0.0,0,0.0,7.96,18.02,0.0,336.79,0,None,0.0,,0,0,1,13
ORD872048,Instamart,Delhi,Personal Care,14,243.26,9,1,Hot,23.78,6.12,0.0,0,0.0,0.0,6.12,26.97,246.19,0,None,0.0,,0,1,0,27
ORD329612,Blinkit,Delhi,Snacks,4,827.62,11,1,Clear,0.0,7.74,0.0,0,0.0,0.0,7.74,0.0,835.36,0,None,0.0,,0,0,0,8
ORD532352,Zepto,Lucknow,Beverages,5,1160.34,17,1,Clear,0.0,10.72,0.0,0,0.0,0.0,10.72,0.0,1171.06,1,BOGO,87.17,1.0,0,0,0,6
ORD346106,Instamart,Kolkata,Personal Care,12,871.56,17,0,Hot,0.0,9.89,0.0,0,0.0,0.0,9.89,0.0,881.45,1,Flat Discount,61.03,1.0,0,1,0,11
ORD842762,Instamart,Chennai,Beverages,14,971.02,7,0,Cloudy,0.0,7.47,0.0,0,0.0,0.0,7.47,64.22,914.27,0,None,0.0,,0,1,0,16
ORD559140,Instamart,Chennai,Fruits & Veg,12,883.67,8,0,Rainy,0.0,7.87,17.54,0,0.0,0.0,25.41,0.0,909.08,1,BOGO,127.13,0.59,0,1,1,16
ORD697429,Instamart,Kolkata,Medicines,9,706.08,7,0,Clear,0.0,4.35,0.0,0,0.0,0.0,4.35,60.73,649.7,1,Flat Discount,19.16,1.0,0,1,1,9
ORD632629,Instamart,Mumbai,Beverages,7,821.22,18,0,Rainy,0.0,5.86,18.97,0,0.0,0.0,24.83,16.28,829.77,0,None,0.0,,0,0,0,14
ORD895681,Zepto,Chennai,Fruits & Veg,12,737.94,20,0,Clear,0.0,9.97,0.0,0,0.0,9.14,19.11,3.82,753.23,1,Free Delivery,44.83,1.0,0,1,1,6
ORD499812,Zepto,Mumbai,Dairy,6,185.46,17,0,Clear,21.05,9.31,0.0,0,0.0,0.0,9.31,0.0,215.82,0,None,0.0,,0,0,1,23
ORD185530,Blinkit,Bangalore,Snacks,6,872.13,20,1,Cloudy,0.0,13.79,0.0,0,0.0,6.85,20.64,0.0,892.77,1,Free Delivery,59.17,1.0,0,0,0,11
ORD695673,Blinkit,Delhi,Grocery,9,844.64,15,1,Clear,0.0,5.95,0.0,0,0.0,0.0,5.95,78.81,771.78,1,Flat Discount,63.87,0.91,0,1,0,19
ORD909483,Blinkit,Delhi,Beverages,3,1172.87,22,1,Hot,0.0,5.97,0.0,0,9.86,0.0,15.83,0.0,1188.7,1,Free Delivery,134.8,0.64,1,0,0,6
ORD453786,Instamart,Bangalore,Dairy,9,984.07,19,0,Clear,0.0,5.87,0.0,0,0.0,6.8,12.67,24.43,972.31,1,Cashback,79.67,1.0,0,1,1,15
ORD603760,Instamart,Kolkata,Beverages,6,489.58,19,0,Clear,0.0,5.44,0.0,0,0.0,6.88,12.32,0.0,501.9,1,Flat Discount,18.21,1.0,0,0,0,26
ORD615101,Instamart,Delhi,Frozen,9,927.75,20,1,Cloudy,0.0,7.86,0.0,0,0.0,12.64,20.5,9.48,938.77,1,Free Gift,66.59,0.7,0,1,0,4
ORD281779,Blinkit,Lucknow,Grocery,13,670.86,16,0,Cloudy,0.0,5.42,0.0,0,0.0,0.0,5.42,0.0,676.28,1,BOGO,114.7,0.61,0,1,0,21
ORD554876,Blinkit,Mumbai,Beverages,7,473.98,15,1,Cloudy,0.0,10.38,0.0,0,0.0,0.0,10.38,0.0,484.36,0,None,0.0,,0,0,0,24
ORD619333,Instamart,Bangalore,Dairy,4,592.1,14,0,Clear,0.0,5.11,0.0,0,0.0,0.0,5.11,22.42,574.79,0,None,0.0,,0,0,1,7
ORD489843,Instamart,Mumbai,Grocery,5,1092.92,6,0,Clear,0.0,7.96,0.0,0,0.0,0.0,7.96,0.0,1100.88,1,Free Delivery,148.19,0.67,0,0,0,30
ORD298701,Blinkit,Mumbai,Personal Care,7,309.46,8,0,Cloudy,0.0,13.79,0.0,0,0.0,0.0,13.79,0.0,323.25,1,Cashback,68.22,0.66,0,0,0,27
ORD169730,Blinkit,Pune,Medicines,1,224.35,16,0,Hot,33.79,5.71,0.0,0,0.0,0.0,5.71,12.71,251.14,0,None,0.0,,0,0,1,6
ORD311944,Instamart,Chennai,Personal Care,5,398.87,9,0,Hot,0.0,7.42,0.0,0,0.0,0.0,7.42,8.36,397.93,0,None,0.0,,0,0,0,3
ORD353495,Instamart,Lucknow,Medicines,8,202.47,9,0,Clear,21.89,9.0,0.0,0,0.0,0.0,9.0,53.38,179.98,0,None,0.0,,0,1,1,14
ORD362985,Instamart,Chennai,Beverages,11,940.78,13,1,Clear,0.0,8.35,0.0,0,0.0,6.53,14.88,0.99,954.67,0,None,0.0,,0,1,0,30
ORD560190,Zepto,Chennai,Frozen,7,251.47,13,0,Clear,0.0,5.63,0.0,0,0.0,6.94,12.57,11.04,253.0,0,None,0.0,,0,0,0,1
ORD437281,Blinkit,Delhi,Snacks,9,240.57,20,0,Cloudy,39.28,5.57,0.0,0,0.0,9.1,14.67,0.0,294.52,1,BOGO,110.87,0.64,0,1,0,12
ORD599571,Zepto,Bangalore,Grocery,7,710.24,21,0,Clear,0.0,10.32,0.0,0,0.0,6.2,16.52,0.0,726.76,1,Cashback,88.91,0.73,0,0,0,30
ORD334713,Instamart,Kolkata,Beverages,12,844.83,11,0,Hot,0.0,7.68,0.0,0,0.0,0.0,7.68,69.16,783.35,1,Free Delivery,73.59,1.0,0,1,0,5
ORD993055,Blinkit,Bangalore,Fruits & Veg,3,908.81,22,0,Cloudy,0.0,9.32,0.0,0,12.92,0.0,22.24,3.4,927.65,0,None,0.0,,1,0,1,8
ORD847204,Blinkit,Bangalore,Frozen,7,595.85,20,0,Hot,0.0,9.52,0.0,0,0.0,9.64,19.16,0.0,615.01,1,Free Gift,28.64,0.65,0,0,0,7
ORD753887,Instamart,Hyderabad,Frozen,8,499.79,22,0,Cloudy,0.0,5.84,0.0,0,13.64,0.0,19.48,0.0,519.27,1,Free Gift,52.04,1.0,1,1,0,14
ORD280712,Zepto,Hyderabad,Frozen,11,1129.58,9,0,Rainy,0.0,6.89,24.15,0,0.0,0.0,31.04,12.39,1148.23,0,None,0.0,,0,1,0,9
ORD871036,Instamart,Bangalore,Frozen,3,434.47,17,0,Rainy,0.0,5.47,19.38,0,0.0,0.0,24.85,0.0,459.32,1,BOGO,140.62,0.62,0,0,0,21
ORD323359,Zepto,Delhi,Grocery,14,451.29,19,1,Clear,0.0,3.81,0.0,0,0.0,8.57,12.38,0.0,463.67,0,None,0.0,,0,1,0,10
ORD259401,Zepto,Chennai,Fruits & Veg,8,868.04,17,0,Hot,0.0,5.61,0.0,0,0.0,0.0,5.61,33.71,839.94,0,None,0.0,,0,1,1,6
ORD566515,Blinkit,Delhi,Medicines,9,863.85,15,0,Rainy,0.0,7.81,27.72,0,0.0,0.0,35.53,9.07,890.31,0,None,0.0,,0,1,1,4
ORD456281,Zepto,Bangalore,Grocery,3,736.52,21,0,Hot,0.0,11.89,0.0,0,0.0,10.72,22.61,26.46,732.67,1,Cashback,145.84,1.0,0,0,0,3
ORD436276,Blinkit,Delhi,Dairy,3,1192.04,9,0,Hot,0.0,12.91,0.0,0,0.0,0.0,12.91,0.0,1204.95,0,None,0.0,,0,0,1,10
ORD124583,Instamart,Delhi,Frozen,1,1190.71,12,0,Hot,0.0,6.19,0.0,0,0.0,14.82,21.01,35.94,1175.78,0,None,0.0,,0,0,0,16
ORD791442,Blinkit,Bangalore,Medicines,5,1195.69,6,1,Cloudy,0.0,8.38,0.0,0,0.0,0.0,8.38,79.61,1124.46,0,None,0.0,,0,0,1,3
ORD942159,Blinkit,Mumbai,Grocery,12,419.04,8,0,Clear,0.0,7.0,0.0,0,0.0,0.0,7.0,0.0,426.04,1,Flat Discount,107.56,0.57,0,1,0,17
ORD188914,Blinkit,Kolkata,Personal Care,12,698.67,18,1,Cloudy,0.0,9.89,0.0,0,0.0,0.0,9.89,73.07,635.49,0,None,0.0,,0,1,0,26
ORD916711,Instamart,Chennai,Snacks,13,982.97,20,0,Clear,0.0,4.64,0.0,0,0.0,6.54,11.18,26.14,968.01,0,None,0.0,,0,1,0,3
ORD227903,Zepto,Mumbai,Dairy,14,254.99,18,0,Cloudy,0.0,8.64,0.0,0,0.0,0.0,8.64,0.0,263.63,1,Flat Discount,120.06,0.52,0,1,1,2
ORD320430,Instamart,Bangalore,Dairy,3,884.44,9,0,Clear,0.0,4.55,0.0,0,0.0,0.0,4.55,0.0,888.99,0,None,0.0,,0,0,1,2
ORD164242,Instamart,Delhi,Beverages,8,873.23,12,0,Rainy,0.0,6.97,19.06,0,0.0,12.32,38.35,0.0,911.58,0,None,0.0,,0,1,0,15
ORD721080,Zepto,Mumbai,Beverages,3,863.96,7,0,Cloudy,0.0,9.33,0.0,0,0.0,0.0,9.33,11.22,862.07,1,Free Delivery,32.74,1.0,0,0,0,10
ORD363893,Instamart,Kolkata,Fruits & Veg,5,903.7,14,1,Hot,0.0,7.18,0.0,0,0.0,0.0,7.18,0.0,910.88,0,None,0.0,,0,0,1,10
ORD831985,Zepto,Delhi,Frozen,10,169.55,7,0,Clear,26.47,9.44,0.0,0,0.0,0.0,9.44,44.66,160.8,1,BOGO,117.99,1.0,0,1,0,22
ORD428702,Instamart,Delhi,Fruits & Veg,8,911.26,16,0,Cloudy,0.0,6.88,0.0,0,0.0,0.0,6.88,0.0,918.14,0,None,0.0,,0,1,1,18
ORD522829,Instamart,Hyderabad,Medicines,7,1065.57,10,1,Cloudy,0.0,5.95,0.0,0,0.0,0.0,5.95,0.0,1071.52,0,None,0.0,,0,0,1,15
ORD256640,Blinkit,Lucknow,Grocery,7,1058.17,8,0,Hot,0.0,12.88,0.0,0,0.0,0.0,12.88,0.0,1071.05,0,None,0.0,,0,0,0,13
ORD736302,Blinkit,Mumbai,Snacks,3,323.03,13,0,Rainy,0.0,5.16,22.08,0,0.0,9.97,37.21,15.82,344.42,1,BOGO,48.87,0.94,0,0,0,24
ORD248350,Blinkit,Kolkata,Grocery,11,475.77,13,0,Hot,0.0,6.06,0.0,0,0.0,12.06,18.12,0.0,493.89,0,None,0.0,,0,1,0,8
ORD655364,Instamart,Lucknow,Snacks,5,459.21,19,0,Clear,0.0,5.86,0.0,0,0.0,11.12,16.98,0.0,476.19,0,None,0.0,,0,0,0,10
ORD427718,Blinkit,Chennai,Medicines,10,150.7,19,0,Cloudy,28.94,9.17,0.0,0,0.0,7.33,16.5,26.1,170.04,0,None,0.0,,0,1,1,21
ORD340047,Blinkit,Pune,Beverages,12,1090.08,15,0,Cloudy,0.0,14.65,0.0,0,0.0,0.0,14.65,0.0,1104.73,0,None,0.0,,0,1,0,23
ORD863181,Instamart,Hyderabad,Fruits & Veg,1,652.28,19,1,Hot,0.0,4.57,0.0,0,0.0,11.24,15.81,0.0,668.09,1,Free Gift,74.78,1.0,0,0,1,9
